timestamp,open,high,low,close,volume
2025-01-02 23:00:00,96911.04,97077.78,96758.17,96984.79,441.78434
2025-01-03 00:00:00,96984.79,97080.96,96796.56,96825.82,315.00973
2025-01-03 01:00:00,96825.83,97000.0,96650.0,96985.47,342.35914
2025-01-03 02:00:00,96985.47,97342.44,96856.98,96966.85,388.64008
2025-01-03 03:00:00,96966.85,97090.91,96833.99,97062.3,255.7492
2025-01-03 04:00:00,97062.3,97066.18,96766.51,96813.41,265.52213
2025-01-03 05:00:00,96813.49,96860.48,96590.28,96765.34,316.46331
2025-01-03 06:00:00,96765.35,96918.56,96512.0,96539.49,382.40263
2025-01-03 07:00:00,96539.49,96645.83,96280.65,96304.0,546.86929
2025-01-03 08:00:00,96304.0,96529.84,96100.01,96129.97,543.39121
2025-01-03 09:00:00,96129.97,96702.48,96107.84,96554.32,527.99485
2025-01-03 10:00:00,96554.32,96640.01,96402.82,96488.53,355.37669
2025-01-03 11:00:00,96488.53,96830.0,96482.51,96757.58,448.41508
2025-01-03 12:00:00,96757.57,96921.36,96666.66,96666.66,387.5824
2025-01-03 13:00:00,96666.66,96839.71,96472.43,96504.79,630.80373
2025-01-03 14:00:00,96504.8,97342.44,96504.79,97016.01,1390.59074
2025-01-03 15:00:00,97016.0,97660.0,96759.12,97521.35,1587.60159
2025-01-03 16:00:00,97521.36,98444.42,97406.54,97868.2,1899.91498
2025-01-03 17:00:00,97868.21,98299.76,97837.63,98026.0,799.71144
2025-01-03 18:00:00,98025.99,98697.86,98000.0,98527.98,813.64324
2025-01-03 19:00:00,98527.97,98976.91,98491.53,98592.01,1070.42711
2025-01-03 20:00:00,98592.02,98748.0,98300.0,98311.52,846.16971
2025-01-03 21:00:00,98311.51,98419.14,98196.96,98272.7,507.38037
2025-01-03 22:00:00,98272.7,98512.94,98250.0,98296.37,317.54844
2025-01-03 23:00:00,98296.37,98382.19,98067.99,98174.18,314.26227
2025-01-04 00:00:00,98174.17,98288.0,97887.2,97950.01,465.14321
2025-01-04 01:00:00,97950.01,98095.06,97800.0,98040.0,292.09859
2025-01-04 02:00:00,98040.0,98314.15,97848.48,98304.51,368.90158
2025-01-04 03:00:00,98304.51,98304.51,98052.97,98200.0,274.6885
2025-01-04 04:00:00,98200.01,98200.01,97862.87,98001.0,304.49957
2025-01-04 05:00:00,98001.0,98196.51,97988.76,98126.21,249.97787
2025-01-04 06:00:00,98126.21,98209.7,98039.91,98127.54,211.92338
2025-01-04 07:00:00,98127.53,98350.04,98095.17,98271.88,454.46141
2025-01-04 08:00:00,98271.87,98306.22,97905.26,97906.07,303.67578
2025-01-04 09:00:00,97906.08,97980.0,97532.58,97690.37,671.7915
2025-01-04 10:00:00,97690.37,97859.6,97600.0,97789.32,330.6856
2025-01-04 11:00:00,97789.32,97923.07,97711.54,97889.39,279.11118
2025-01-04 12:00:00,97889.4,98016.97,97800.0,97888.12,336.79692
2025-01-04 13:00:00,97888.12,98068.46,97750.0,97973.05,463.20054
2025-01-04 14:00:00,97973.05,98080.15,97828.38,98035.04,329.4416
2025-01-04 15:00:00,98035.05,98152.02,97514.79,97657.94,737.78425
2025-01-04 16:00:00,97657.95,97874.68,97549.99,97704.6,575.11901
2025-01-04 17:00:00,97704.6,98049.99,97687.77,98016.26,251.44705
2025-01-04 18:00:00,98016.26,98139.13,97909.85,97961.56,237.21797
2025-01-04 19:00:00,97961.56,98350.0,97931.23,98166.26,330.48168
2025-01-04 20:00:00,98166.26,98671.02,98166.25,98599.02,441.69473
2025-01-04 21:00:00,98599.02,98778.43,98344.0,98362.43,536.3759
2025-01-04 22:00:00,98362.43,98484.85,98265.91,98417.25,289.70747
2025-01-04 23:00:00,98417.25,98419.14,98143.2,98220.5,253.83122
2025-01-05 00:00:00,98220.51,98391.59,98154.18,98213.43,254.43352
2025-01-05 01:00:00,98213.44,98322.35,98050.0,98123.53,237.36247
2025-01-05 02:00:00,98123.53,98227.49,98105.41,98227.48,187.53679
2025-01-05 03:00:00,98227.49,98227.49,98069.0,98187.96,151.23775
2025-01-05 04:00:00,98187.97,98522.76,98187.96,98357.46,238.65677
2025-01-05 05:00:00,98357.46,98500.0,98264.78,98358.98,212.64998
2025-01-05 06:00:00,98358.98,98500.0,98304.82,98451.47,149.6113
2025-01-05 07:00:00,98451.48,98464.84,98268.77,98268.77,118.31169
2025-01-05 08:00:00,98268.77,98268.78,97777.77,97861.04,511.7393
2025-01-05 09:00:00,97861.04,97943.02,97637.93,97652.2,341.13546
2025-01-05 10:00:00,97652.21,97776.68,97600.0,97737.48,331.79062
2025-01-05 11:00:00,97737.48,97822.16,97615.13,97641.63,186.71771
2025-01-05 12:00:00,97641.62,97956.66,97569.04,97770.01,316.47526
2025-01-05 13:00:00,97770.01,98018.96,97680.18,97689.96,281.94319
2025-01-05 14:00:00,97689.96,97967.08,97276.79,97855.06,776.65874
2025-01-05 15:00:00,97855.06,98281.89,97702.3,98028.98,492.23074
2025-01-05 16:00:00,98028.98,98332.54,97937.82,98035.17,454.56381
2025-01-05 17:00:00,98035.17,98078.94,97673.57,97731.08,358.65597
2025-01-05 18:00:00,97731.09,97927.98,97577.46,97918.91,301.29033
2025-01-05 19:00:00,97918.91,98109.0,97854.99,98079.63,306.85684
2025-01-05 20:00:00,98079.64,98678.0,98024.0,98275.71,680.46167
2025-01-05 21:00:00,98275.71,98522.46,98216.58,98496.52,327.78368
2025-01-05 22:00:00,98496.52,98745.45,98344.0,98695.21,407.85275
2025-01-05 23:00:00,98695.21,98836.85,98322.72,98363.61,469.68089
2025-01-06 00:00:00,98363.61,98773.48,98190.75,98217.23,494.23065
